stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_timezone,platform_code,tts_stop_name
T13-T2,Old City Hall,47.257689,-122.440423,,Old City Hall to Tacoma Dome,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/old-city-hall-station,,T13,1.0,America/Los_Angeles,2.0,
T15-T1,S 4Th,47.261428,-122.442799,,S 4th to St Joseph,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/s-4th-station,,T15,1.0,America/Los_Angeles,1.0,south fourth
T15-T2,S 4Th,47.261224,-122.442654,,S 4th to Tacoma Dome,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/s-4th-station,,T15,1.0,America/Los_Angeles,2.0,south fourth
T17-T1,Stadium District,47.263816,-122.449052,,Stadium District to St Joseph,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/stadium-district-station,,T17,1.0,America/Los_Angeles,1.0,
T17-T2,Stadium District,47.263956,-122.448921,,Stadium District to Tacoma Dome,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/stadium-district-station,,T17,1.0,America/Los_Angeles,2.0,
T19-T1,Tacoma General,47.260036,-122.453565,,Tacoma General to St Joseph,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/tacoma-general-station,,T19,1.0,America/Los_Angeles,1.0,
T19-T2,Tacoma General,47.260145,-122.453558,,Tacoma General to Tacoma Dome,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/tacoma-general-station,,T19,1.0,America/Los_Angeles,2.0,
T21-T1,6Th Ave,47.256867,-122.452839,,6th Ave to St Joseph,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/6th-ave-station,,T21,1.0,America/Los_Angeles,1.0,sixth ave
T21-T2,6Th Ave,47.256985,-122.452842,,6th Ave to Tacoma Dome,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/6th-ave-station,,T21,1.0,America/Los_Angeles,2.0,sixth ave
T23-T1,Hilltop District,47.251708,-122.451667,,Hilltop District to St Joseph,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/hilltop-district-station,,T23,1.0,America/Los_Angeles,1.0,
T23-T2,Hilltop District,47.251838,-122.451671,,Hilltop District to Tacoma Dome,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/hilltop-district-station,,T23,1.0,America/Los_Angeles,2.0,
T25-T1,St Joseph,47.245186,-122.450179,,St Joseph to/from Tacoma Dome,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/st-joseph-station,,T25,1.0,America/Los_Angeles,1.0,Saint Joseph
T25-T2,St Joseph,47.245392,-122.450202,,St Joseph to/from Tacoma Dome,TLZ,https://www.soundtransit.org/ride-with-us/stops-stations/st-joseph-station,,T25,1.0,America/Los_Angeles,2.0,Saint Joseph
