shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
C37:N23,15275,47.47952,-122.27296,19253.4
C37:N23,15276,47.47976,-122.27303,19342.7
C37:N23,15277,47.48,-122.27307,19430.8
C37:N23,15278,47.48021,-122.27309,19507.5
C37:N23,15279,47.48045,-122.27309,19595.1
C37:N23,15280,47.48064,-122.27309,19664.4
C37:N23,15281,47.48082,-122.27307,19730.2
C37:N23,15282,47.48156,-122.27295,20001.8
C37:N23,15283,47.48181,-122.27292,20093.3
C37:N23,15284,47.48208,-122.2729,20191.9
C37:N23,15285,47.48233,-122.2729,20283.1
C37:N23,15286,47.48249,-122.27293,20341.9
C37:N23,15287,47.48264,-122.27297,20397.5
C37:N23,15288,47.48279,-122.27302,20453.6
C37:N23,15289,47.48295,-122.27307,20513.3
C37:N23,15290,47.48309,-122.27314,20567.2
C37:N23,15291,47.48324,-122.27321,20624.6
C37:N23,15292,47.48338,-122.2733,20680.3
C37:N23,15293,47.48352,-122.2734,20737.0
C37:N23,15294,47.48372,-122.27356,20820.0
C37:N23,15295,47.48389,-122.27373,20894.9
C37:N23,15296,47.48404,-122.27389,20962.4
C37:N23,15297,47.48422,-122.27411,21047.7
C37:N23,15298,47.48448,-122.27446,21176.1
C37:N23,15299,47.48576,-122.27629,21826.3
C37:N23,15300,47.48607,-122.27673,21983.2
C37:N23,15301,47.4886,-122.28035,23268.8
C37:N23,15302,47.48874,-122.28054,23338.2
C37:N23,15303,47.48887,-122.28071,23401.6
C37:N23,15304,47.489,-122.28085,23460.3
C37:N23,15305,47.48914,-122.28101,23524.9
C37:N23,15306,47.48939,-122.28124,23632.3
C37:N23,15307,47.48964,-122.28144,23736.1
C37:N23,15308,47.4899,-122.28162,23840.8
C37:N23,15309,47.49017,-122.28177,23946.1
C37:N23,15310,47.49042,-122.28188,24041.2
C37:N23,15311,47.49068,-122.28198,24139.2
C37:N23,15312,47.49096,-122.28204,24242.4
C37:N23,15313,47.49136,-122.28211,24389.4
C37:N23,15314,47.49388,-122.28255,25315.0
C37:N23,15315,47.49427,-122.28263,25458.6
C37:N23,15316,47.49452,-122.28272,25552.5
C37:N23,15317,47.49476,-122.28282,25643.4
C37:N23,15318,47.495,-122.28294,25735.9
C37:N23,15319,47.49523,-122.28311,25829.7
C37:N23,15320,47.49545,-122.2833,25922.7
C37:N23,15321,47.49556,-122.28341,25971.2
C37:N23,15322,47.49567,-122.28352,26019.6
C37:N23,15323,47.49588,-122.28375,26115.0
C37:N23,15324,47.49606,-122.28401,26206.9
C37:N23,15325,47.49621,-122.28424,26285.8
C37:N23,15326,47.49636,-122.28452,26374.1
C37:N23,15327,47.49693,-122.28561,26714.4
C37:N23,15328,47.49714,-122.28598,26833.7
C37:N23,15329,47.49724,-122.28616,26891.2
C37:N23,15330,47.49737,-122.28635,26958.0
C37:N23,15331,47.49749,-122.28652,27018.7
C37:N23,15332,47.4976,-122.28667,27073.3
C37:N23,15333,47.49775,-122.28685,27143.8
C37:N23,15334,47.49792,-122.28704,27221.6
C37:N23,15335,47.49809,-122.28722,27297.9
C37:N23,15336,47.49827,-122.28738,27374.6
C37:N23,15337,47.49843,-122.28752,27442.4
C37:N23,15338,47.49862,-122.28766,27519.9
C37:N23,15339,47.49878,-122.28778,27585.4
C37:N23,15340,47.49898,-122.2879,27664.1
C37:N23,15341,47.49915,-122.28799,27730.0
C37:N23,15342,47.49933,-122.28807,27798.6
C37:N23,15343,47.49951,-122.28814,27866.5
C37:N23,15344,47.49969,-122.28821,27934.4
C37:N23,15345,47.49997,-122.28828,28038.0
C37:N23,15346,47.50147,-122.28866,28593.1
C37:N23,15347,47.50169,-122.28873,28675.2
C37:N23,15348,47.5019,-122.2888,28753.7
C37:N23,15349,47.50222,-122.28893,28874.8
C37:N23,15350,47.50465,-122.29001,29800.5
C37:N23,15351,47.5049,-122.29011,29895.0
C37:N23,15352,47.50506,-122.29016,29954.6
C37:N23,15353,47.50523,-122.29018,30016.9
C37:N23,15354,47.50538,-122.29018,30071.6
C37:N23,15355,47.50554,-122.29018,30129.9
C37:N23,15356,47.50567,-122.29013,30178.9
C37:N23,15357,47.5058,-122.29009,30227.4
C37:N23,15358,47.50591,-122.29004,30269.4
C37:N23,15359,47.50602,-122.28997,30313.1
C37:N23,15360,47.50613,-122.28989,30357.8
C37:N23,15361,47.50623,-122.2898,30400.5
C37:N23,15362,47.50633,-122.2897,30444.6
C37:N23,15363,47.50641,-122.28959,30484.5
C37:N23,15364,47.5065,-122.28946,30530.4
C37:N23,15365,47.50658,-122.28934,30572.0
C37:N23,15366,47.50666,-122.28919,30619.2
C37:N23,15367,47.50673,-122.28906,30660.2
C37:N23,15368,47.50679,-122.2889,30705.4
C37:N23,15369,47.50683,-122.28875,30745.3
C37:N23,15370,47.50688,-122.28857,30793.3
C37:N23,15371,47.50691,-122.28842,30832.0
C37:N23,15372,47.50694,-122.28828,30868.3
C37:N23,15373,47.50697,-122.28812,30909.3
C37:N23,15374,47.50699,-122.28792,30959.3
C37:N23,15375,47.507,-122.28771,31011.3
C37:N23,15376,47.50732,-122.28135,32587.6
C37:N23,15377,47.50734,-122.28102,32669.4
C37:N23,15378,47.50737,-122.28071,32746.8
C37:N23,15379,47.50741,-122.28043,32817.6
C37:N23,15380,47.50748,-122.28016,32889.0
C37:N23,15381,47.50757,-122.27988,32965.6
C37:N23,15382,47.50764,-122.27969,33019.1
C37:N23,15383,47.50774,-122.27949,33080.5
C37:N23,15384,47.50785,-122.2793,33142.3
C37:N23,15385,47.50795,-122.27915,33194.3
C37:N23,15386,47.50806,-122.279,33248.9
C37:N23,15387,47.50821,-122.27885,33315.0
C37:N23,15388,47.50834,-122.27873,33370.9
C37:N23,15389,47.50848,-122.27862,33428.8
C37:N23,15390,47.50863,-122.27853,33487.8
C37:N23,15391,47.50875,-122.27847,33534.0
C37:N23,15392,47.5089,-122.27841,33590.7
C37:N23,15393,47.50905,-122.27838,33645.9
C37:N23,15394,47.50917,-122.27837,33689.8
C37:N23,15395,47.50932,-122.27836,33744.6
C37:N23,15396,47.5101,-122.27837,34029.1
C37:N23,15397,47.51054,-122.2784,34189.8
C37:N23,15398,47.51095,-122.27844,34339.6
C37:N23,15399,47.51223,-122.2786,34808.2
C37:N23,15400,47.5134,-122.27878,35237.3
C37:N23,15401,47.51375,-122.27881,35365.2
C37:N23,15402,47.51453,-122.27886,35650.0
C37:N23,15403,47.51561,-122.279,36045.4
C37:N23,15404,47.51582,-122.27904,36122.7
C37:N23,15405,47.51681,-122.27923,36486.8
C37:N23,15406,47.5177,-122.27943,36815.2
C37:N23,15407,47.51835,-122.27959,37055.6
C37:N23,15408,47.51922,-122.27976,37375.7
C37:N23,15409,47.51944,-122.27981,37456.9
C37:N23,15410,47.51975,-122.27985,37570.4
C37:N23,15411,47.52004,-122.27986,37676.2
C37:N23,15412,47.52036,-122.27983,37793.2
C37:N23,15413,47.52067,-122.27979,37906.7
C37:N23,15414,47.52091,-122.27974,37995.1
C37:N23,15415,47.52166,-122.27953,38273.5
C37:N23,15416,47.52296,-122.27919,38755.1
C37:N23,15417,47.5243,-122.27882,39252.4
C37:N23,15418,47.52466,-122.27878,39384.1
C37:N23,15419,47.525,-122.27878,39508.1
C37:N23,15420,47.52536,-122.27883,39640.0
C37:N23,15421,47.52573,-122.27896,39778.7
C37:N23,15422,47.5284,-122.2803,40807.4
C37:N23,15423,47.52882,-122.28046,40965.6
C37:N23,15424,47.52927,-122.28059,41132.8
C37:N23,15425,47.52954,-122.28061,41231.4
C37:N23,15426,47.52983,-122.28064,41337.5
C37:N23,15427,47.53586,-122.28075,43537.2
C37:N23,15428,47.53627,-122.28079,43687.1
C37:N23,15429,47.53667,-122.2809,43835.5
C37:N23,15430,47.53688,-122.28098,43914.6
C37:N23,15431,47.53712,-122.28109,44006.2
C37:N23,15432,47.53848,-122.28178,44530.8
C37:N23,15433,47.54085,-122.28301,45447.1
C37:N23,15434,47.54544,-122.28523,47208.9
C37:N23,15435,47.54665,-122.28583,47674.5
C37:N23,15436,47.54956,-122.28722,48790.0
C37:N23,15437,47.55398,-122.28937,50487.5
C37:N23,15438,47.5555,-122.29005,51066.8
C37:N23,15439,47.55575,-122.29018,51163.5
C37:N23,15440,47.55697,-122.29091,51643.6
C37:N23,15441,47.56025,-122.29298,52944.6
C37:N23,15442,47.56576,-122.29647,55131.4
C37:N23,15443,47.56599,-122.29662,55223.1
C37:N23,15444,47.5662,-122.29672,55303.6
C37:N23,15445,47.56643,-122.2968,55389.8
C37:N23,15446,47.56664,-122.29685,55467.4
C37:N23,15447,47.56685,-122.29689,55544.6
C37:N23,15448,47.56709,-122.29691,55632.3
C37:N23,15449,47.56848,-122.29684,56139.6
C37:N23,15450,47.57055,-122.29685,56894.7
C37:N23,15451,47.5733,-122.29682,57897.8
C37:N23,15452,47.57482,-122.29678,58452.3
C37:N23,15453,47.57498,-122.2968,58510.9
C37:N23,15454,47.5751,-122.2968,58554.7
C37:N23,15455,47.57523,-122.29682,58602.3
C37:N23,15456,47.57534,-122.29685,58643.1
C37:N23,15457,47.57547,-122.29691,58692.8
C37:N23,15458,47.57567,-122.29699,58768.4
C37:N23,15459,47.57585,-122.29711,58840.4
C37:N23,15460,47.57696,-122.29796,59296.4
C37:N23,15461,47.57723,-122.29816,59406.6
C37:N23,15462,47.57733,-122.29825,59449.3
C37:N23,15463,47.57739,-122.29832,59477.2
C37:N23,15464,47.57748,-122.29839,59514.3
C37:N23,15465,47.57755,-122.29849,59549.8
C37:N23,15466,47.57761,-122.29858,59581.0
C37:N23,15467,47.57767,-122.29868,59614.0
C37:N23,15468,47.57772,-122.29879,59646.7
C37:N23,15469,47.57779,-122.29891,59685.8
C37:N23,15470,47.57786,-122.29913,59745.8
C37:N23,15471,47.57793,-122.29936,59808.1
C37:N23,15472,47.57796,-122.29956,59858.6
C37:N23,15473,47.57806,-122.30013,60004.0
C37:N23,15474,47.57832,-122.30165,60390.9
C37:N23,15475,47.57837,-122.30193,60462.4
C37:N23,15476,47.5784,-122.30211,60508.2
C37:N23,15477,47.57842,-122.30222,60536.3
C37:N23,15478,47.57845,-122.3024,60582.0
C37:N23,15479,47.57851,-122.30261,60638.3
C37:N23,15480,47.57854,-122.30274,60672.2
C37:N23,15481,47.57857,-122.30285,60701.5
C37:N23,15482,47.5786,-122.30296,60730.7
C37:N23,15483,47.57863,-122.30309,60764.6
C37:N23,15484,47.57869,-122.30326,60812.0
C37:N23,15485,47.57874,-122.30344,60860.0
C37:N23,15486,47.57882,-122.30366,60921.6
C37:N23,15487,47.57974,-122.3064,61676.6
C37:N23,15488,47.57989,-122.30685,61800.4
C37:N23,15489,47.57998,-122.30719,61890.5
C37:N23,15490,47.58003,-122.30743,61952.5
C37:N23,15491,47.58006,-122.30759,61993.5
C37:N23,15492,47.58009,-122.30776,62036.8
C37:N23,15493,47.58011,-122.30789,62069.7
C37:N23,15494,47.58012,-122.30803,62104.5
C37:N23,15495,47.58013,-122.30817,62139.2
C37:N23,15496,47.58013,-122.30831,62173.8
C37:N23,15497,47.58014,-122.30845,62208.5
C37:N23,15498,47.58015,-122.30856,62235.9
C37:N23,15499,47.58014,-122.30867,62263.3
C37:N23,15500,47.58014,-122.30881,62297.8
C37:N23,15501,47.58014,-122.30898,62339.8
C37:N23,15502,47.58013,-122.30917,62386.8
C37:N23,15503,47.58012,-122.30928,62414.2
C37:N23,15504,47.58011,-122.3094,62444.1
C37:N23,15505,47.58009,-122.30953,62477.0
C37:N23,15506,47.58007,-122.30964,62505.1
C37:N23,15507,47.58005,-122.30978,62540.4
C37:N23,15508,47.58003,-122.30991,62573.3
C37:N23,15509,47.58,-122.31002,62602.6
C37:N23,15510,47.57998,-122.31012,62628.3
C37:N23,15511,47.57994,-122.31028,62670.4
C37:N23,15512,47.57988,-122.31049,62726.7
C37:N23,15513,47.57982,-122.31069,62780.7
C37:N23,15514,47.57962,-122.31136,62961.4
C37:N23,15515,47.57921,-122.31268,63319.9
C37:N23,15516,47.57913,-122.31293,63388.2
C37:N23,15517,47.57905,-122.31318,63456.4
C37:N23,15518,47.57898,-122.31337,63509.8
C37:N23,15519,47.57894,-122.31348,63540.6
C37:N23,15520,47.5789,-122.31358,63569.3
C37:N23,15521,47.57885,-122.3137,63604.1
C37:N23,15522,47.57878,-122.31384,63647.0
C37:N23,15523,47.57868,-122.31406,63712.5
C37:N23,15524,47.57857,-122.31429,63782.0
C37:N23,15525,47.57798,-122.31548,64146.1
C37:N23,15526,47.57783,-122.31579,64240.2
C37:N23,15527,47.57772,-122.31602,64309.7
C37:N23,15528,47.57766,-122.31619,64357.0
C37:N23,15529,47.5776,-122.31635,64402.2
C37:N23,15530,47.57756,-122.3165,64441.9
C37:N23,15531,47.5775,-122.31669,64493.7
C37:N23,15532,47.57746,-122.31686,64538.1
C37:N23,15533,47.57742,-122.31704,64584.9
C37:N23,15534,47.5774,-122.31717,64617.8
C37:N23,15535,47.57738,-122.31728,64645.9
C37:N23,15536,47.57736,-122.31737,64669.3
C37:N23,15537,47.57735,-122.31748,64696.7
C37:N23,15538,47.57734,-122.31759,64724.1
C37:N23,15539,47.57733,-122.3177,64751.5
C37:N23,15540,47.57733,-122.3178,64776.2
C37:N23,15541,47.57732,-122.3179,64801.1
C37:N23,15542,47.57732,-122.31802,64830.7
C37:N23,15543,47.57732,-122.31812,64855.4
C37:N23,15544,47.57732,-122.31821,64877.6
C37:N23,15545,47.57732,-122.31835,64912.2
C37:N23,15546,47.57732,-122.31847,64941.8
C37:N23,15547,47.57733,-122.31861,64976.5
C37:N23,15548,47.57735,-122.31878,65019.1
C37:N23,15549,47.57737,-122.31893,65056.9
C37:N23,15550,47.57745,-122.31982,65278.5
C37:N23,15551,47.57747,-122.31992,65304.2
C37:N23,15552,47.57749,-122.32016,65363.9
C37:N23,15553,47.5775,-122.32076,65512.0
C37:N23,15554,47.5775,-122.32122,65625.6
C37:N23,15555,47.57749,-122.32229,65889.7
C37:N23,15556,47.57749,-122.32346,66178.5
C37:N23,15557,47.57749,-122.32369,66235.2
C37:N23,15558,47.5775,-122.32393,66294.6
C37:N23,15559,47.57752,-122.32423,66369.0
C37:N23,15560,47.57756,-122.32488,66530.1
C37:N23,15561,47.57761,-122.32546,66674.4
C37:N23,15562,47.57764,-122.32597,66800.8
C37:N23,15563,47.57765,-122.32621,66860.1
C37:N23,15564,47.57766,-122.32636,66897.3
C37:N23,15565,47.57767,-122.32644,66917.4
C37:N23,15566,47.57768,-122.32652,66937.5
C37:N23,15567,47.57769,-122.32656,66948.0
C37:N23,15568,47.5777,-122.32662,66963.3
C37:N23,15569,47.57771,-122.32668,66978.5
C37:N23,15570,47.57772,-122.3267,66984.6
C37:N23,15571,47.57773,-122.32674,66995.2
C37:N23,15572,47.57774,-122.3268,67010.4
C37:N23,15573,47.57776,-122.32682,67019.2
C37:N23,15574,47.57777,-122.32687,67032.1
C37:N23,15575,47.57779,-122.32689,67040.9
C37:N23,15576,47.5778,-122.32692,67049.2
C37:N23,15577,47.57782,-122.32696,67061.4
C37:N23,15578,47.57784,-122.32699,67071.8
C37:N23,15579,47.57785,-122.32701,67078.0
C37:N23,15580,47.57787,-122.32704,67088.4
C37:N23,15581,47.5779,-122.32708,67103.1
C37:N23,15582,47.57792,-122.32711,67113.5
C37:N23,15583,47.57794,-122.32714,67123.9
C37:N23,15584,47.57796,-122.32716,67132.7
C37:N23,15585,47.57798,-122.32718,67141.5
C37:N23,15586,47.578,-122.32721,67151.9
C37:N23,15587,47.57802,-122.32722,67159.6
C37:N23,15588,47.57805,-122.32725,67172.8
C37:N23,15589,47.57808,-122.32726,67184.0
C37:N23,15590,47.57809,-122.32727,67188.4
C37:N23,15591,47.57812,-122.32729,67200.4
C37:N23,15592,47.57815,-122.3273,67211.7
C37:N23,15593,47.57818,-122.32732,67223.7
C37:N23,15594,47.57822,-122.32733,67238.5
C37:N23,15595,47.57825,-122.32734,67249.7
C37:N23,15596,47.57829,-122.32734,67264.3
C37:N23,15597,47.57832,-122.32735,67275.5
C37:N23,15598,47.57836,-122.32735,67290.1
C37:N23,15599,47.57839,-122.32735,67301.0
C37:N23,15600,47.57845,-122.32737,67323.5
C37:N23,15601,47.5785,-122.32737,67341.7
C37:N23,15602,47.57857,-122.32737,67367.2
C37:N23,15603,47.58059,-122.32737,68104.1
C37:N23,15604,47.58753,-122.32735,70635.5
C37:N23,15605,47.58786,-122.32735,70755.9
C37:N23,15606,47.58809,-122.32735,70839.8
C37:N23,15607,47.58817,-122.32734,70869.1
C37:N23,15608,47.58824,-122.32734,70894.6
C37:N23,15609,47.58829,-122.32733,70913.0
C37:N23,15610,47.58838,-122.32732,70945.9
C37:N23,15611,47.58848,-122.32729,70983.2
C37:N23,15612,47.58862,-122.32726,71034.8
C37:N23,15613,47.58889,-122.32718,71135.2
C37:N23,15614,47.5891,-122.32714,71212.4
C37:N23,15615,47.58918,-122.32713,71241.7
C37:N23,15616,47.58925,-122.32711,71267.7
C37:N23,15617,47.58932,-122.32711,71293.3
C37:N23,15618,47.58946,-122.3271,71344.4
C37:N23,15619,47.58959,-122.3271,71391.8
C37:N23,15620,47.59031,-122.3271,71654.4
C37:N23,15621,47.59229,-122.3271,72376.7
C37:N23,15622,47.59253,-122.3271,72464.2
C37:N23,15623,47.59274,-122.3271,72540.8
C37:N23,15624,47.59284,-122.32711,72577.4
C37:N23,15625,47.59291,-122.32713,72603.4
C37:N23,15626,47.593,-122.32714,72636.3
C37:N23,15627,47.59308,-122.32716,72665.9
C37:N23,15628,47.59319,-122.32721,72707.9
C37:N23,15629,47.59333,-122.32726,72760.4
C37:N23,15630,47.59523,-122.32801,73477.8
C37:N23,15631,47.59542,-122.32808,73549.2
C37:N23,15632,47.59559,-122.32811,73611.6
C37:N23,15633,47.59572,-122.32813,73659.3
C37:N23,15634,47.59584,-122.32815,73703.4
C37:N23,15635,47.59595,-122.32815,73743.5
C37:N23,15636,47.59608,-122.32813,73791.2
C37:N23,15637,47.59623,-122.32813,73845.9
C37:N23,15638,47.59637,-122.32809,73897.9
C37:N23,15639,47.5965,-122.32808,73945.4
C37:N23,15640,47.59659,-122.32808,73978.2
C37:N23,15641,47.59729,-122.32811,74233.6
C37:N23,15642,47.59735,-122.32808,74256.7
C37:N23,15643,47.59742,-122.32801,74287.6
C37:N23,15644,47.59748,-122.32796,74312.7
C37:N23,15645,47.59754,-122.32792,74336.7
C37:N23,15646,47.59843,-122.32792,74661.3
C37:N23,15647,47.59894,-122.32792,74847.4
C37:N23,15648,47.59919,-122.32793,74938.6
C37:N23,15649,47.59973,-122.32794,75135.6
C37:N23,15650,47.59986,-122.32796,75183.3
C37:N23,15651,47.59996,-122.32799,75220.5
C37:N23,15652,47.60014,-122.32808,75289.8
C37:N23,15653,47.60028,-122.32819,75347.6
C37:N23,15654,47.60039,-122.32832,75399.0
C37:N23,15655,47.60068,-122.32872,75543.7
C37:N23,15656,47.60094,-122.32912,75680.5
C37:N23,15657,47.60161,-122.33006,76017.4
C37:N23,15658,47.60183,-122.33039,76131.7
C37:N23,15659,47.60194,-122.33053,76184.7
C37:N23,15660,47.60212,-122.3307,76262.6
C37:N23,15661,47.6028,-122.33133,76555.3
C37:N23,15662,47.60316,-122.33166,76709.8
C37:N23,15663,47.60337,-122.33185,76799.6
C37:N23,15664,47.60352,-122.33199,76864.3
C37:N23,15665,47.60424,-122.33263,77170.8
C37:N23,15666,47.60495,-122.33328,77475.4
C37:N23,15667,47.60566,-122.33392,77778.7
C37:N23,15668,47.60638,-122.33458,78087.7
C37:N23,15669,47.60709,-122.33523,78392.3
C37:N23,15670,47.60791,-122.33598,78744.0
C37:N23,15671,47.60821,-122.33625,78872.1
C37:N23,15672,47.60843,-122.33646,78967.6
C37:N23,15673,47.61026,-122.33812,79750.7
C37:N23,15674,47.6104,-122.33823,79808.5
C37:N23,15675,47.61055,-122.33829,79865.2
C37:N23,15676,47.61067,-122.33829,79909.0
C37:N23,15677,47.61079,-122.33823,79955.2
C37:N23,15678,47.61087,-122.33814,79991.9
C37:N23,15679,47.61096,-122.33803,80034.5
C37:N23,15680,47.61101,-122.33791,80069.2
C37:N23,15681,47.61116,-122.33741,80204.1
C37:N23,15682,47.61176,-122.33596,80623.5
C37:N23,15683,47.61182,-122.33584,80660.3
C37:N23,15684,47.61231,-122.33468,80997.6
C37:N23,15685,47.61251,-122.33432,81112.6
C37:N23,15686,47.61303,-122.33305,81478.8
C37:N23,15687,47.61321,-122.33263,81601.4
C37:N23,15688,47.61358,-122.33173,81861.2
C37:N23,15689,47.61369,-122.33144,81943.2
C37:N23,15690,47.61374,-122.33135,81971.9
C37:N23,15691,47.61375,-122.33124,81999.3
C37:N23,15692,47.61378,-122.33112,82030.9
C37:N23,15693,47.6138,-122.33098,82066.2
C37:N23,15694,47.6138,-122.33084,82100.7
C37:N23,15695,47.61381,-122.33072,82130.5
C37:N23,15696,47.61381,-122.3306,82160.1
C37:N23,15697,47.6138,-122.33046,82194.8
C37:N23,15698,47.61379,-122.33031,82232.0
C37:N23,15699,47.61374,-122.32991,82332.3
C37:N23,15700,47.6135,-122.32835,82727.0
C37:N23,15701,47.61345,-122.32806,82800.8
C37:N23,15702,47.61342,-122.32781,82863.4
C37:N23,15703,47.61339,-122.32754,82930.9
C37:N23,15704,47.61337,-122.32722,83010.2
C37:N23,15705,47.61336,-122.32695,83076.9
C37:N23,15706,47.61335,-122.32656,83173.1
C37:N23,15707,47.61337,-122.32614,83277.0
C37:N23,15708,47.6134,-122.32571,83383.6
C37:N23,15709,47.61346,-122.32526,83496.7
C37:N23,15710,47.61354,-122.32481,83611.5
C37:N23,15711,47.61365,-122.32436,83729.5
C37:N23,15712,47.61375,-122.32401,83823.2
C37:N23,15713,47.61387,-122.32367,83917.8
C37:N23,15714,47.61398,-122.32336,84004.2
C37:N23,15715,47.61411,-122.32305,84094.1
C37:N23,15716,47.61428,-122.32271,84198.4
C37:N23,15717,47.61443,-122.32243,84286.6
C37:N23,15718,47.61461,-122.32215,84381.8
C37:N23,15719,47.61479,-122.32188,84475.4
C37:N23,15720,47.61498,-122.32163,84568.1
C37:N23,15721,47.61519,-122.3214,84663.4
C37:N23,15722,47.61541,-122.32117,84761.7
C37:N23,15723,47.61567,-122.32094,84872.2
C37:N23,15724,47.61597,-122.3207,84996.6
C37:N23,15725,47.61619,-122.32058,85082.2
C37:N23,15726,47.61642,-122.32046,85171.1
C37:N23,15727,47.61668,-122.32034,85270.5
C37:N23,15728,47.61697,-122.32024,85379.1
C37:N23,15729,47.61733,-122.32016,85511.9
C37:N23,15730,47.61767,-122.32011,85636.5
C37:N23,15731,47.61801,-122.32011,85760.5
C37:N23,15732,47.61833,-122.32011,85877.3
C37:N23,15733,47.61963,-122.32015,86351.6
C37:N23,15734,47.61982,-122.32015,86420.9
C37:N23,15735,47.6202,-122.32015,86559.5
C37:N23,15736,47.62045,-122.32013,86650.8
C37:N23,15737,47.62072,-122.32009,86749.8
C37:N23,15738,47.62103,-122.32004,86863.5
C37:N23,15739,47.62129,-122.31998,86959.5
C37:N23,15740,47.62162,-122.31987,87082.9
C37:N23,15741,47.62194,-122.31975,87203.3
C37:N23,15742,47.62228,-122.3196,87332.8
C37:N23,15743,47.62262,-122.31942,87464.5
C37:N23,15744,47.62294,-122.31921,87592.2
C37:N23,15745,47.62324,-122.31899,87714.3
C37:N23,15746,47.62348,-122.3188,87813.6
C37:N23,15747,47.62512,-122.31747,88495.8
C37:N23,15748,47.62857,-122.31464,89934.8
C37:N23,15749,47.63342,-122.31066,91957.9
C37:N23,15750,47.63593,-122.30862,93002.5
C37:N23,15751,47.63659,-122.30807,93278.8
C37:N23,15752,47.63707,-122.30767,93479.8
C37:N23,15753,47.63747,-122.30734,93646.8
C37:N23,15754,47.63789,-122.307,93821.4
C37:N23,15755,47.63829,-122.3067,93985.0
C37:N23,15756,47.63865,-122.30646,94129.1
C37:N23,15757,47.63898,-122.30622,94263.2
C37:N23,15758,47.63937,-122.30596,94419.2
C37:N23,15759,47.63974,-122.30573,94565.6
C37:N23,15760,47.64017,-122.30549,94733.2
C37:N23,15761,47.64077,-122.30517,94965.9
C37:N23,15762,47.64136,-122.3049,95191.2
C37:N23,15763,47.6419,-122.30467,95396.1
C37:N23,15764,47.6424,-122.30447,95585.1
C37:N23,15765,47.64294,-122.3043,95786.4
C37:N23,15766,47.64348,-122.30413,95987.8
C37:N23,15767,47.64399,-122.30399,96177.0
C37:N23,15768,47.64457,-122.30387,96390.6
C37:N23,15769,47.64511,-122.3038,96588.4
C37:N23,15770,47.6456,-122.30373,96767.9
C37:N23,15771,47.64609,-122.30367,96947.3
C37:N23,15772,47.6466,-122.30364,97133.5
C37:N23,15773,47.64714,-122.30361,97330.6
C37:N23,15774,47.64769,-122.30363,97531.3
C37:N23,15775,47.6503,-122.3037,98483.5
C37:N23,15776,47.65093,-122.30372,98713.3
C37:N23,15777,47.65175,-122.30374,99012.5
C37:N23,15778,47.65215,-122.30375,99158.4
C37:N23,15779,47.65256,-122.30376,99308.0
C37:N23,15780,47.65297,-122.30379,99457.7
C37:N23,15781,47.65337,-122.30386,99604.6
C37:N23,15782,47.65375,-122.30399,99746.9
C37:N23,15783,47.65412,-122.30416,99888.2
C37:N23,15784,47.65447,-122.30437,100026.0
C37:N23,15785,47.65479,-122.30462,100157.9
C37:N23,15786,47.65509,-122.3049,100287.3
C37:N23,15787,47.65537,-122.3052,100413.4
C37:N23,15788,47.65562,-122.30552,100534.0
C37:N23,15789,47.65584,-122.30586,100650.0
C37:N23,15790,47.65605,-122.30621,100765.4
C37:N23,15791,47.65623,-122.30657,100875.7
C37:N23,15792,47.65639,-122.30695,100986.1
C37:N23,15793,47.65653,-122.30733,101092.7
C37:N23,15794,47.65666,-122.30772,101199.9
C37:N23,15795,47.65676,-122.30811,101302.7
C37:N23,15796,47.65684,-122.30851,101405.5
C37:N23,15797,47.65691,-122.30891,101507.4
C37:N23,15798,47.65697,-122.30931,101608.3
C37:N23,15799,47.65703,-122.30971,101709.3
C37:N23,15800,47.65709,-122.31012,101812.7
C37:N23,15801,47.65715,-122.31052,101913.7
C37:N23,15802,47.65721,-122.31092,102014.7
C37:N23,15803,47.65727,-122.31133,102118.0
C37:N23,15804,47.65734,-122.31173,102219.9
C37:N23,15805,47.65743,-122.31212,102321.4
C37:N23,15806,47.65757,-122.3125,102428.1
C37:N23,15807,47.65775,-122.31287,102540.5
C37:N23,15808,47.65797,-122.31321,102656.5
C37:N23,15809,47.65823,-122.31352,102778.3
C37:N23,15810,47.65855,-122.31378,102911.4
C37:N23,15811,47.65891,-122.31396,103050.0
C37:N23,15812,47.6593,-122.31406,103194.4
C37:N23,15813,47.65971,-122.31407,103344.0
C37:N23,15814,47.66012,-122.31406,103493.6
C37:N23,15815,47.66052,-122.31404,103639.5
C37:N23,15816,47.66093,-122.31403,103789.1
C37:N23,15817,47.66134,-122.31402,103938.7
C37:N23,15818,47.66175,-122.31401,104088.3
C37:N23,15819,47.66215,-122.31401,104234.2
C37:N23,15820,47.66256,-122.31401,104383.7
C37:N23,15821,47.66297,-122.31402,104533.3
C37:N23,15822,47.66337,-122.31404,104679.3
C37:N23,15823,47.66378,-122.31406,104828.9
C37:N23,15824,47.66419,-122.3141,104978.8
C37:N23,15825,47.66459,-122.31414,105125.0
C37:N23,15826,47.665,-122.31418,105274.9
C37:N23,15827,47.6654,-122.31424,105421.6
C37:N23,15828,47.6658,-122.3143,105568.2
C37:N23,15829,47.6662,-122.31436,105714.9
C37:N23,15830,47.6666,-122.31443,105861.8
C37:N23,15831,47.66701,-122.3145,106012.4
C37:N23,15832,47.66741,-122.31457,106159.3
