route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,peak_flag,fare_id,wheelchair_accessible,bikes_allowed
100001,48112,562518409,Kinnear Seattle Center W,,0,7932904,11001004,0,101,1,1
100001,48112,562518429,Downtown Seattle,,1,7932904,20001002,0,101,1,1
100001,48112,562518439,Kinnear Seattle Center W,,0,7932895,11001004,0,101,1,1
100001,48112,562518469,Kinnear Seattle Center W,,0,7932906,11001003,0,101,1,1
100001,48112,562518499,Kinnear Seattle Center W,,0,7932909,11001004,0,101,1,1
100001,48112,562518509,Kinnear Seattle Center W,,0,7932907,11001003,0,101,1,1
100001,48112,562518519,Downtown Seattle,,1,7932895,20001002,0,101,1,1
100001,48112,562518539,Kinnear Seattle Center W,,0,7932908,11001003,0,101,1,1
100001,48112,562518559,Downtown Seattle,,1,7932906,20001002,0,101,1,1
100001,48112,562518579,Kinnear Seattle Center W,,0,7932910,11001003,0,101,1,1
100001,48112,562518609,Downtown Seattle,,1,7932909,20001002,0,101,1,1
100001,48112,562518619,Downtown Seattle,,1,7932907,20001002,0,101,1,1
100001,48112,562518639,Kinnear Seattle Center W,,0,7932896,11001003,0,101,1,1
100001,48112,562518659,Kinnear Seattle Center W,,0,7932904,11001003,0,101,1,1
100001,48112,562518669,Kinnear Seattle Center W,,0,7932911,11001003,0,101,1,1
100001,48112,562518679,Downtown Seattle,,1,7932908,20001002,0,101,1,1
100001,48112,562518709,Downtown Seattle,,1,7932910,20001002,0,101,1,1
100001,48112,562518739,Downtown Seattle,,1,7932896,20001002,0,101,1,1
100001,48112,562518759,Downtown Seattle,,1,7932904,20001002,0,101,1,1
100001,48112,562518779,Kinnear Seattle Center W,,0,7932906,11001003,0,101,1,1
100001,48112,562518799,Kinnear Seattle Center W,,0,7932895,11001003,0,101,1,1
100001,48112,562518819,Kinnear Seattle Center W,,0,7932909,11001003,0,101,1,1
100001,48112,562518829,Downtown Seattle,,1,7932911,20001002,0,101,1,1
100001,48112,562518849,Downtown Seattle,,1,7932895,20001002,0,101,1,1
100001,48112,562518879,Kinnear Seattle Center W,,0,7932907,11001003,0,101,1,1
100001,48112,562518889,Kinnear Seattle Center W,,0,7932912,11001003,0,101,1,1
100001,48112,562518899,Downtown Seattle,,1,7932906,20001002,0,101,1,1
100001,48112,562518939,Kinnear Seattle Center W,,0,7932908,11001003,0,101,1,1
100001,48112,562518949,Downtown Seattle,,1,7932909,20001002,0,101,1,1
100001,48112,562518959,Kinnear Seattle Center W,,0,7932910,11001003,0,101,1,1
100001,48112,562519009,Kinnear Seattle Center W,,0,7932896,11001003,0,101,1,1
100001,48112,562519019,Downtown Seattle,,1,7932907,20001002,0,101,1,1
100001,48112,562519029,Downtown Seattle,,1,7932912,20001002,0,101,1,1
100001,48112,562519059,Kinnear Seattle Center W,,0,7932904,11001003,0,101,1,1
100001,48112,562519069,Downtown Seattle,,1,7932908,20001002,0,101,1,1
100001,48112,562519089,Downtown Seattle,,1,7932910,20001002,0,101,1,1
100001,48112,562519119,Kinnear Seattle Center W,,0,7932905,11001003,0,101,1,1
100001,48112,562519129,Downtown Seattle,,1,7932904,20001002,0,101,1,1
100001,48112,562519159,Downtown Seattle,,1,7932896,20001002,0,101,1,1
100001,48112,562519179,Kinnear Seattle Center W,,0,7932895,11001003,0,101,1,1
100001,48112,562519209,Kinnear Seattle Center W,,0,7932906,11001003,0,101,1,1
100001,48112,562519239,Downtown Seattle,,1,7932905,20001002,0,101,1,1
100001,48112,562519249,Kinnear Seattle Center W,,0,7932909,11001003,0,101,1,1
100001,48112,562519259,Downtown Seattle,,1,7932906,20001002,0,101,1,1
100001,48112,562519279,Kinnear Seattle Center W,,0,7932912,11001003,0,101,1,1
100001,48112,562519289,Downtown Seattle,,1,7932895,20001002,0,101,1,1
100001,48112,562519299,Kinnear Seattle Center W,,0,7932907,11001003,0,101,1,1
100001,48112,562519339,Downtown Seattle,,1,7932908,20001002,0,101,1,1
100001,48112,562519379,Downtown Seattle,,1,7932909,20001002,0,101,1,1
100001,48112,562519389,Kinnear Seattle Center W,,0,7932896,11001003,0,101,1,1
100001,48112,562519409,Kinnear Seattle Center W,,0,7932908,11001003,0,101,1,1
100001,48112,562519429,Downtown Seattle,,1,7932912,20001002,0,101,1,1
100001,48112,562519439,Kinnear Seattle Center W,,0,7932904,11001003,0,101,1,1
100001,48112,562519469,Downtown Seattle,,1,7932907,20001002,0,101,1,1
100001,48112,562519479,Kinnear Seattle Center W,,0,7932910,11001003,0,101,1,1
100001,48112,562519519,Downtown Seattle,,1,7932896,20001002,0,101,1,1
100001,48112,562519529,Downtown Seattle,,1,7932910,20001002,0,101,1,1
100001,48112,562519549,Kinnear Seattle Center W,,0,7932905,11001003,0,101,1,1
100001,48112,562519559,Kinnear Seattle Center W,,0,7932906,11001003,0,101,1,1
100001,48112,562519579,Kinnear Seattle Center W,,0,7932895,11001003,0,101,1,1
100001,48112,562519599,Downtown Seattle,,1,7932904,20001002,0,101,1,1
100001,48112,562519629,Kinnear Seattle Center W,,0,7932907,11001003,0,101,1,1
100001,48112,562519649,Downtown Seattle,,1,7932906,20001002,0,101,1,1
100001,48112,562519659,Kinnear Seattle Center W,,0,7932912,11001003,0,101,1,1
100001,48112,562519669,Kinnear Seattle Center W,,0,7932908,11001003,0,101,1,1
100001,48112,562519679,Kinnear Seattle Center W,,0,7932909,11001003,0,101,1,1
100001,48112,562519689,Downtown Seattle,,1,7932895,20001002,0,101,1,1
100001,48112,562519709,Downtown Seattle,,1,7932905,20001002,0,101,1,1
100001,48112,562519759,Kinnear Seattle Center W,,0,7932910,11001003,0,101,1,1
100001,48112,562519779,Downtown Seattle,,1,7932907,20001002,0,101,1,1
100001,48112,562519809,Downtown Seattle,,1,7932909,20001002,0,101,1,1
100001,48112,562519829,Downtown Seattle,,1,7932912,20001002,0,101,1,1
100001,48112,562519839,Kinnear Seattle Center W,,0,7932896,11001003,0,101,1,1
100001,48112,562519859,Downtown Seattle,,1,7932908,20001002,0,101,1,1
100001,48112,562519869,Kinnear Seattle Center W,,0,7932904,11001003,0,101,1,1
100001,48112,562519889,Downtown Seattle,,1,7932910,20001002,0,101,1,1
100001,48112,562519919,Kinnear Seattle Center W,,0,7932894,11001004,0,101,1,1
100001,48112,562519929,Kinnear Seattle Center W,,0,7932905,11001003,0,101,1,1
100001,48112,562519979,Kinnear Seattle Center W,,0,7932895,11001003,0,101,1,1
100001,48112,562519989,Downtown Seattle,,1,7932904,20001002,0,101,1,1
100001,48112,562519999,Downtown Seattle,,1,7932896,20001002,0,101,1,1
100001,48112,562520009,Kinnear Seattle Center W,,0,7932906,11001003,0,101,1,1
100001,48112,562520019,Kinnear Seattle Center W,,0,7932909,11001003,0,101,1,1
100001,48112,562520029,Kinnear Seattle Center W,,0,7932907,11001003,0,101,1,1
100001,48112,562520039,Downtown Seattle,,1,7932894,20001002,0,101,1,1
100001,48112,562520089,Kinnear Seattle Center W,,0,7932912,11001003,0,101,1,1
100001,48112,562520129,Kinnear Seattle Center W,,0,7932908,11001003,0,101,1,1
100001,48112,562520139,Downtown Seattle,,1,7932905,20001002,0,101,1,1
100001,48112,562520149,Downtown Seattle,,1,7932895,20001002,0,101,1,1
100001,48112,562520179,Kinnear Seattle Center W,,0,7932910,11001003,0,101,1,1
100001,48112,562520189,Downtown Seattle,,1,7932906,20001002,0,101,1,1
100001,48112,562520209,Downtown Seattle,,1,7932909,20001002,0,101,1,1
100001,48112,562520229,Downtown Seattle,,1,7932912,20001005,0,101,1,1
100001,48112,562520249,Kinnear Seattle Center W,,0,7932896,11001003,0,101,1,1
100001,48112,562520259,Downtown Seattle,,1,7932907,20001002,0,101,1,1
100001,48112,562520269,Kinnear Seattle Center W,,0,7932904,11001003,0,101,1,1
100001,48112,562520279,Downtown Seattle,,1,7932908,20001002,0,101,1,1
100001,48112,562520329,Kinnear Seattle Center W,,0,7932894,11001003,0,101,1,1
100001,48112,562520339,Kinnear Seattle Center W,,0,7932905,11001003,0,101,1,1
100001,48112,562520369,Downtown Seattle,,1,7932910,20001002,0,101,1,1
100001,48112,562520379,Downtown Seattle,,1,7932904,20001002,0,101,1,1
100001,48112,562520429,Kinnear Seattle Center W,,0,7932906,11001003,0,101,1,1
100001,48112,562520439,Downtown Seattle,,1,7932894,20001005,0,101,1,1
100001,48112,562520449,Downtown Seattle,,1,7932906,20001002,0,101,1,1
100001,48112,562520459,Downtown Seattle,,1,7932896,20001005,0,101,1,1
100001,48112,562520479,Kinnear Seattle Center W,,0,7932907,11001003,0,101,1,1
100001,48112,562520499,Downtown Seattle,,1,7932905,20001002,0,101,1,1
100001,48112,562520519,Downtown Seattle,,1,7932907,20001002,0,101,1,1
100001,48112,562520549,Kinnear Seattle Center W,,0,7932910,11001003,0,101,1,1
100001,48112,562520559,Kinnear Seattle Center W,,0,7932905,11001003,0,101,1,1
100001,48112,562520579,Downtown Seattle,,1,7932910,20001002,0,101,1,1
100001,48112,562520609,Downtown Seattle,,1,7932905,20001002,0,101,1,1
100001,48112,562520619,Kinnear Seattle Center W,,0,7932906,11001003,0,101,1,1
100001,48112,562520639,Kinnear Seattle Center W,,0,7932907,11001003,0,101,1,1
100001,48112,562520669,Downtown Seattle,,1,7932906,20001002,0,101,1,1
100001,48112,562520679,Kinnear Seattle Center W,,0,7932910,11001003,0,101,1,1
100001,48112,562520699,Downtown Seattle,,1,7932907,20001002,0,101,1,1
100001,48112,562520729,Downtown Seattle,,1,7932910,20001002,0,101,1,1
100001,48112,562520779,Kinnear Seattle Center W,,0,7932911,11001003,0,101,1,1
100001,48112,562520789,Downtown Seattle,,1,7932911,20001002,0,101,1,1
100001,48112,562520799,Kinnear Seattle Center W,,0,7932911,11001003,0,101,1,1
100001,48112,562520829,Downtown Seattle,,1,7932911,20001002,0,101,1,1
100001,48112,562520859,Downtown Seattle,,1,7932911,20001002,0,101,1,1
100001,48112,562520869,Kinnear Seattle Center W,,0,7932911,11001003,0,101,1,1
100001,48112,562520879,Kinnear Seattle Center W,,0,7932911,11001003,0,101,1,1
100001,48112,562520899,Downtown Seattle,,1,7932911,20001002,0,101,1,1
100001,48112,562520919,Downtown Seattle,,1,7932911,20001002,0,101,1,1
100001,48112,562520929,Kinnear Seattle Center W,,0,7932911,11001003,0,101,1,1
100001,48112,562520969,Kinnear Seattle Center W,,0,7932905,11001003,0,101,1,1
100001,48112,562520979,Downtown Seattle,,1,7932905,20001002,0,101,1,1
100001,48112,562521009,Downtown Seattle,,1,7932911,20001002,0,101,1,1
100001,48112,562521039,Kinnear Seattle Center W,,0,7932905,11001003,0,101,1,1
100001,48112,562521049,Kinnear Seattle Center W,,0,7932911,11001003,0,101,1,1
100001,48112,562521069,Downtown Seattle,,1,7932905,20001002,0,101,1,1
100002,48112,675382869,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675382879,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675382889,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675382899,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675382909,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675382919,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675382929,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675382939,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675382949,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675382959,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675382969,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675382979,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675383759,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675383769,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675383779,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675383789,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675383799,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675383809,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675383899,Downtown Seattle,,1,7932792,20010004,0,101,1,1
100002,48112,675383929,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675383939,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675383949,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675383959,Downtown Seattle,,1,7932792,20010004,0,101,1,1
100002,48112,675383969,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675383979,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675383989,Downtown Seattle,,1,7932792,20010004,0,101,1,1
100002,48112,675383999,Downtown Seattle,,1,7932792,20010004,0,101,1,1
100002,48112,675384009,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675384019,Downtown Seattle,,1,7932792,20010004,0,101,1,1
100002,48112,675384029,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675384039,Downtown Seattle,,1,7932792,20010004,0,101,1,1
100002,48112,675384049,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675384059,Downtown Seattle,,1,7932792,20010004,0,101,1,1
100002,48112,675384069,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675384079,Downtown Seattle,,1,7932792,20010004,0,101,1,1
100002,48112,675384089,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675384099,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675384109,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675384129,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675384189,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675384219,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675384329,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675384339,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675384349,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675384629,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675384639,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675384739,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675384749,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675384899,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675384939,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675384949,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675384959,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675384969,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675384989,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675384999,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675385109,Downtown Seattle,,1,7932794,20010004,0,101,1,1
100002,48112,675385119,Downtown Seattle,,1,7932792,20010004,0,101,1,1
100002,48112,675385129,Downtown Seattle,,1,7932800,20010004,0,101,1,1
100002,48112,675385139,Downtown Seattle,,1,7932793,20010004,0,101,1,1
100002,48112,675385149,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675385159,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385169,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385179,Capitol Hill Via 15th Ave E,,0,7932792,11010006,0,101,1,1
100002,48112,675385189,Capitol Hill Via 15th Ave E,,0,7932792,11010006,0,101,1,1
100002,48112,675385199,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385209,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675385219,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385229,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385239,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385249,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675385259,Capitol Hill Via 15th Ave E,,0,7932792,11010006,0,101,1,1
100002,48112,675385269,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385279,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385289,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385299,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385309,Capitol Hill Via 15th Ave E,,0,7932792,11010006,0,101,1,1
100002,48112,675385319,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385329,Capitol Hill Via 15th Ave E,,0,7932792,11010006,0,101,1,1
100002,48112,675385339,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385349,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385359,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385369,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385379,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385389,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675385399,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385409,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385419,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675385429,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385439,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385449,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675385459,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385469,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385479,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385489,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385499,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385509,Capitol Hill Via 15th Ave E,,0,7932792,11010006,0,101,1,1
100002,48112,675385519,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675385529,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675385539,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675385549,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100002,48112,675385559,Capitol Hill Via 15th Ave E,,0,7932792,11010006,0,101,1,1
100002,48112,675385569,Capitol Hill Via 15th Ave E,,0,7932792,11010006,0,101,1,1
100002,48112,675385579,Capitol Hill Via 15th Ave E,,0,7932792,11010006,0,101,1,1
100002,48112,675385589,Capitol Hill Via 15th Ave E,,0,7932793,11010006,0,101,1,1
100002,48112,675385599,Capitol Hill Via 15th Ave E,,0,7932800,11010006,0,101,1,1
100002,48112,675385609,Capitol Hill Via 15th Ave E,,0,7932794,11010006,0,101,1,1
100003,48112,693747949,Downtown Seattle,,1,7936155,10101004,0,101,1,1
100003,48112,693748069,Downtown Seattle,,1,7936259,10101004,0,101,1,1
100003,48112,693748079,Downtown Seattle,,1,7936260,10101004,0,101,1,1
100003,48112,693748099,Downtown Seattle,,1,7936252,10101004,0,101,1,1
100003,48112,693748149,Downtown Seattle,,1,7936260,10101004,0,101,1,1
100003,48112,693748389,Downtown Seattle,,1,7936251,10101004,0,101,1,1
100003,48112,693748469,Downtown Seattle,,1,7936256,10101004,0,101,1,1
100003,48112,693748749,Downtown Seattle,,1,7936254,10101004,0,101,1,1
100003,48112,693749479,Downtown Seattle,,1,7936255,10101004,0,101,1,1
100003,48112,693749489,Downtown Seattle,,1,7936253,10101004,0,101,1,1
100003,48112,693750189,Downtown Seattle,,1,7936260,10101004,0,101,1,1
100003,48112,693750199,Downtown Seattle,,1,7936259,10101004,0,101,1,1
100003,48112,694512919,Downtown Seattle,,1,7936258,10101004,0,101,1,1
100003,48112,694513029,Downtown Seattle,,1,7936257,10101004,0,101,1,1
100003,48112,694513059,Downtown Seattle,,1,7936260,10101004,0,101,1,1
100003,48112,694513069,Downtown Seattle,,1,7936254,10101004,0,101,1,1
100003,48112,694513109,Downtown Seattle,,1,7936253,10101004,0,101,1,1
100003,48112,694513249,Downtown Seattle,,1,7936252,10101004,0,101,1,1
100003,48112,694513259,Downtown Seattle,,1,7936256,10101004,0,101,1,1
100003,48112,694513349,Downtown Seattle,,1,7936259,10101004,0,101,1,1
100003,48112,694513359,Downtown Seattle,,1,7936252,10101004,0,101,1,1
100003,48112,694513369,Downtown Seattle,,1,7936257,10101004,0,101,1,1
100003,48112,694513449,Downtown Seattle,,1,7936252,10101004,0,101,1,1
100003,48112,694513509,Downtown Seattle,,1,7936259,10101004,0,101,1,1
100003,48112,694513529,Downtown Seattle,,1,7936257,10101004,0,101,1,1
100003,48112,694514609,Downtown Seattle,,1,7936257,10101004,0,101,1,1
100003,48112,694514619,Downtown Seattle,,1,7936260,10101004,0,101,1,1
100003,48112,694514629,Downtown Seattle,,1,7936256,10101004,0,101,1,1
100003,48112,694514729,Downtown Seattle,,1,7936253,10101004,0,101,1,1
100003,48112,694514739,Downtown Seattle,,1,7936251,10101004,0,101,1,1
100003,48112,694514779,Downtown Seattle,,1,7936255,10101004,0,101,1,1
100003,48112,694514969,Downtown Seattle,,1,7936163,10101004,0,101,1,1
100003,48112,762100449,S Renton P&R,,0,7936251,21101006,0,101,1,1
100003,48112,762100489,S Renton P&R,,0,7936155,21101006,0,101,1,1
100003,48112,762100499,S Renton P&R,,0,7936252,21101006,0,101,1,1
100003,48112,762100509,S Renton P&R,,0,7936253,21101006,0,101,1,1
100003,48112,762100519,S Renton P&R,,0,7936254,21101006,0,101,1,1
100003,48112,762100559,S Renton P&R,,0,7936251,21101006,0,101,1,1
100003,48112,762100569,S Renton P&R,,0,7936253,21101006,0,101,1,1
100003,48112,762100579,S Renton P&R,,0,7936255,21101006,0,101,1,1
100003,48112,762100589,S Renton P&R,,0,7936255,21101006,0,101,1,1
100003,48112,762100599,S Renton P&R,,0,7936155,21101006,0,101,1,1
100003,48112,762100619,Downtown Seattle,,1,7936251,10101004,0,101,1,1
100003,48112,762100649,S Renton P&R,,0,7936256,21101006,0,101,1,1
100003,48112,762100659,S Renton P&R,,0,7936254,21101006,0,101,1,1
100003,48112,762100669,S Renton P&R,,0,7936252,21101006,0,101,1,1
100003,48112,762100679,S Renton P&R,,0,7936256,21101006,0,101,1,1
100003,48112,762100709,Downtown Seattle,,1,7936253,10101004,0,101,1,1
100003,48112,762100719,Downtown Seattle,,1,7936255,10101004,0,101,1,1
100003,48112,762100729,S Renton P&R,,0,7936257,21101006,0,101,1,1
100003,48112,762100739,S Renton P&R,,0,7936259,21101006,0,101,1,1
100003,48112,762100749,S Renton P&R,,0,7936253,21101006,0,101,1,1
100003,48112,762100759,S Renton P&R,,0,7936257,21101006,0,101,1,1
100003,48112,762100769,S Renton P&R,,0,7936251,21101006,0,101,1,1
100003,48112,762100779,Downtown Seattle,,1,7936254,10101004,0,101,1,1
100003,48112,762100809,Downtown Seattle,,1,7936259,10101004,0,101,1,1
100003,48112,762100819,Downtown Seattle,,1,7936155,10101004,0,101,1,1
100003,48112,762100829,Downtown Seattle,,1,7936252,10101004,0,101,1,1
100003,48112,762100839,Downtown Seattle,,1,7936256,10101004,0,101,1,1
100003,48112,762100859,S Renton P&R,,0,7936260,21101006,0,101,1,1
100003,48112,762100869,S Renton P&R,,0,7936257,21101006,0,101,1,1
100003,48112,762100879,S Renton P&R,,0,7936155,21101006,0,101,1,1
100003,48112,762100889,S Renton P&R,,0,7936259,21101006,0,101,1,1
100003,48112,762100899,S Renton P&R,,0,7936260,21101006,0,101,1,1
100003,48112,762100909,S Renton P&R,,0,7936253,21101006,0,101,1,1
100003,48112,762100919,S Renton P&R,,0,7936254,21101006,0,101,1,1
100003,48112,762100929,S Renton P&R,,0,7936260,21101006,0,101,1,1
100003,48112,762100939,S Renton P&R,,0,7936252,21101006,0,101,1,1
100003,48112,762100949,S Renton P&R,,0,7936255,21101006,0,101,1,1
100003,48112,762100959,S Renton P&R,,0,7936256,21101006,0,101,1,1
100003,48112,762100969,S Renton P&R,,0,7936251,21101006,0,101,1,1
100003,48112,762100989,Downtown Seattle,,1,7936260,10101004,0,101,1,1
100003,48112,762100999,Downtown Seattle,,1,7936257,10101004,0,101,1,1
100003,48112,762101009,Downtown Seattle,,1,7936251,10101004,0,101,1,1
100003,48112,762101019,Downtown Seattle,,1,7936260,10101004,0,101,1,1
100003,48112,762101029,Downtown Seattle,,1,7936155,10101004,0,101,1,1
100003,48112,762101039,Downtown Seattle,,1,7936259,10101004,0,101,1,1
100003,48112,762101049,Downtown Seattle,,1,7936255,10101004,0,101,1,1
100003,48112,762101059,Downtown Seattle,,1,7936253,10101004,0,101,1,1
100003,48112,762101069,Downtown Seattle,,1,7936256,10101004,0,101,1,1
100003,48112,762101079,Downtown Seattle,,1,7936254,10101004,0,101,1,1
100003,48112,762101089,Downtown Seattle,,1,7936252,10101004,0,101,1,1
100003,48112,762101119,S Renton P&R,,0,7936259,21101006,0,101,1,1
100003,48112,762101139,S Renton P&R,,0,7936259,21101006,0,101,1,1
100003,48112,762101159,S Renton P&R,,0,7936251,21101006,0,101,1,1
100003,48112,762101179,S Renton P&R,,0,7936257,21101006,0,101,1,1
100003,48112,762101189,S Renton P&R,,0,7936252,21101006,0,101,1,1
100003,48112,762101199,S Renton P&R,,0,7936258,21101006,0,101,1,1
100003,48112,762101219,S Renton P&R,,0,7936254,21101006,0,101,1,1
100003,48112,762101229,S Renton P&R,,0,7936260,21101006,0,101,1,1
100003,48112,762101239,S Renton P&R,,0,7936155,21101006,0,101,1,1
100003,48112,762101249,S Renton P&R,,0,7936255,21101006,0,101,1,1
100003,48112,762101259,S Renton P&R,,0,7936256,21101006,0,101,1,1
100003,48112,762101269,S Renton P&R,,0,7936253,21101006,0,101,1,1
100003,48112,762101319,Downtown Seattle,,1,7936155,10101004,0,101,1,1
100003,48112,762101329,Downtown Seattle,,1,7936254,10101004,0,101,1,1
100003,48112,762101369,Downtown Seattle,,1,7936255,10101004,0,101,1,1
100003,48112,762101439,S Renton P&R,,0,7936255,21101006,0,101,1,1
100003,48112,762101449,S Renton P&R,,0,7936254,21101006,0,101,1,1
100003,48112,762101469,S Renton P&R,,0,7936256,21101006,0,101,1,1
100003,48112,762101479,S Renton P&R,,0,7936258,21101006,0,101,1,1
100003,48112,762101489,S Renton P&R,,0,7936260,21101006,0,101,1,1
100003,48112,762101509,S Renton P&R,,0,7936252,21101006,0,101,1,1
100003,48112,762101519,S Renton P&R,,0,7936257,21101006,0,101,1,1
100003,48112,762101749,S Renton P&R,,0,7936259,21101006,0,101,1,1
100003,48112,762101769,S Renton P&R,,0,7936253,21101006,0,101,1,1
100003,48112,762101779,S Renton P&R,,0,7936257,21101006,0,101,1,1
100003,48112,762101789,S Renton P&R,,0,7936252,21101006,0,101,1,1
100003,48112,762102039,S Renton P&R,,0,7936260,21101006,0,101,1,1
